seed,initial_a,final_a,initial_b,final_b,score_a,score_b,digest
834,500,1263,500,2203,2.526000,4.406000,de05fa099b67aea0
835,500,2271,500,2306,4.542000,4.612000,53188bf301daae3b
836,500,3090,500,2213,6.180000,4.426000,0e7fbfabcb532fc3
837,500,3126,500,2425,6.252000,4.850000,65c591c772e5a5c0
838,500,2932,500,2523,5.864000,5.046000,980e03c5373a5cce
839,500,0,500,3287,0.000000,6.574000,9eadff453775f81b
840,500,2907,500,2627,5.814000,5.254000,af092847efdbf175
841,500,1910,500,2278,3.820000,4.556000,abe14d4697fd83c4
842,500,0,500,4493,0.000000,8.986000,1b644075bd96985f
843,500,1411,500,2633,2.822000,5.266000,573f262539c1b236
844,500,2293,500,2495,4.586000,4.990000,8871c7198d48849c
845,500,2279,500,2608,4.558000,5.216000,04cf87d074a43820
846,500,1959,500,2161,3.918000,4.322000,44c64515f872d639
847,500,0,500,3147,0.000000,6.294000,94c1d04736925a65
848,500,2357,500,2558,4.714000,5.116000,3aa804e34c77935b
849,500,659,500,2592,1.318000,5.184000,6d5bdd3735b9ae30
850,500,3158,500,2752,6.316000,5.504000,8b1f1a1e903a76d2
851,500,2762,500,2301,5.524000,4.602000,e7cbe705842e24db
852,500,2902,500,2003,5.804000,4.006000,8e693d461f10d4f7
853,500,2429,500,2333,4.858000,4.666000,a7ce459413bb51ff
854,500,0,500,3581,0.000000,7.162000,03b122b1345376a0
855,500,2067,500,2165,4.134000,4.330000,6effc5c610267ffb
856,500,2411,500,2654,4.822000,5.308000,265f1fdeae12607f
857,500,2998,500,2423,5.996000,4.846000,9ebd83aacbe9a9f7
858,500,0,500,2831,0.000000,5.662000,ca9e63467e32504f
859,500,2021,500,2082,4.042000,4.164000,12c1aa02d00f9a12
860,500,1921,500,2685,3.842000,5.370000,3ab410f7781b39dc
861,500,2764,500,2139,5.528000,4.278000,08479052b4ee67b9
862,500,2341,500,2179,4.682000,4.358000,c7a1d90948f4f5d3
863,500,1779,500,2524,3.558000,5.048000,add9794b6c8055fe
864,500,0,500,4979,0.000000,9.958000,b51e21a04652b9a7
865,500,1838,500,2358,3.676000,4.716000,311778c4c70379c9
866,500,1960,500,2302,3.920000,4.604000,fbed680d0c080e52
867,500,1464,500,2255,2.928000,4.510000,f046fef605513449
868,500,1948,500,2443,3.896000,4.886000,8375475e23c52390
869,500,2695,500,2627,5.390000,5.254000,29d66e9f2b2b748b
870,500,0,500,3873,0.000000,7.746000,b5f368150fb42dad
871,500,3388,500,2343,6.776000,4.686000,a7764c15e4cbac22
872,500,0,500,3296,0.000000,6.592000,fa0fcb869ea2150a
873,500,2962,500,2693,5.924000,5.386000,0b812eaa7c8974ab
874,500,816,500,2699,1.632000,5.398000,2aca8195765a885c
875,500,2379,500,2353,4.758000,4.706000,d413ae0451b61401
876,500,0,500,3542,0.000000,7.084000,d3c06ea0303efecd
877,500,497,500,3071,0.994000,6.142000,4eea6f33f54fa98a
878,500,1685,500,2627,3.370000,5.254000,68d72270ff048bca
879,500,1372,500,2818,2.744000,5.636000,7a9a2eadd4c248cc
880,500,0,500,4118,0.000000,8.236000,ef2978f4e98a53c2
881,500,2624,500,2547,5.248000,5.094000,8e1c1c3c4fb8481c
882,500,2330,500,2183,4.660000,4.366000,8a8fb5de1427c561
883,500,2844,500,2082,5.688000,4.164000,8d62a8574120cc4c
884,500,1699,500,2313,3.398000,4.626000,c95c6cb73ceeaf45
885,500,2710,500,3097,5.420000,6.194000,288f1092ff1d0670
886,500,2387,500,1870,4.774000,3.740000,07573539f43ab2a1
887,500,2729,500,2173,5.458000,4.346000,f27f636a9f1b21c8
888,500,2498,500,2052,4.996000,4.104000,0477cd64219718a9
889,500,0,500,3416,0.000000,6.832000,6b0dc073719b30c2
890,500,2971,500,2096,5.942000,4.192000,4f04ecd1cace248f
891,500,3384,500,1910,6.768000,3.820000,3165b4616444744f
892,500,3359,500,2246,6.718000,4.492000,76365acd391ec4b4
893,500,2344,500,2130,4.688000,4.260000,e8a13fa17527c39e
894,500,2637,500,2648,5.274000,5.296000,b2969c8dca42eca8
895,500,2940,500,2025,5.880000,4.050000,a911951f213f5af0
896,500,1671,500,2516,3.342000,5.032000,1be93db43d98cb1e
897,500,0,500,3279,0.000000,6.558000,7d0bbe544111ea4a
898,500,1661,500,2148,3.322000,4.296000,fb1d59353c082c84
899,500,1837,500,2655,3.674000,5.310000,b067d426b5290675
900,500,1348,500,2973,2.696000,5.946000,dec2934cb3d51743
901,500,3206,500,2505,6.412000,5.010000,d6f919fd65707a50
902,500,2632,500,2399,5.264000,4.798000,e623dd348a4d5d2e
903,500,1960,500,2163,3.920000,4.326000,428b895eaf6c7b74
904,500,2020,500,3096,4.040000,6.192000,fc208cbf389234ff
905,500,0,500,3540,0.000000,7.080000,4c30cd2379d9cedc
906,500,1759,500,2594,3.518000,5.188000,80162bf1db573c2c
907,500,2462,500,2663,4.924000,5.326000,4a295fa7f4db0252
908,500,3051,500,2155,6.102000,4.310000,32d4239206c4016d
909,500,712,500,2863,1.424000,5.726000,2797d9a42c48ca40
910,500,1538,500,2594,3.076000,5.188000,5f3db8efb72a2649
911,500,2780,500,2772,5.560000,5.544000,1c6b996b7c445419
912,500,1036,500,2604,2.072000,5.208000,2b3ca0ae924a71bb
913,500,2119,500,2774,4.238000,5.548000,c6e40cb3ee7bc6de
914,500,0,500,3947,0.000000,7.894000,91e3faf14f03934e
915,500,1712,500,2270,3.424000,4.540000,dadcbc2a65340015
916,500,1990,500,2284,3.980000,4.568000,a634f02db10015ff
917,500,2189,500,2553,4.378000,5.106000,71a0ce4ef637fb79
918,500,2856,500,2329,5.712000,4.658000,63f126ca215d22a6
919,500,1713,500,2407,3.426000,4.814000,2e8dc4940e3aaacb
920,500,0,500,4129,0.000000,8.258000,0a638c99108d6e83
921,500,2315,500,2422,4.630000,4.844000,ada1962f9857d218
922,500,2263,500,2410,4.526000,4.820000,d50c5da5d1aa4b77
923,500,3069,500,2255,6.138000,4.510000,cbbf3522ad4e1e60
924,500,1648,500,2583,3.296000,5.166000,4f8929e38e0d45f6
925,500,1681,500,2131,3.362000,4.262000,e006d107e2e3d378
926,500,0,500,3869,0.000000,7.738000,55b9cbd3e312d4d3
927,500,2189,500,2135,4.378000,4.270000,620b848012ec1d7f
928,500,1945,500,2186,3.890000,4.372000,93461f5574ac0184
929,500,2418,500,2793,4.836000,5.586000,7b02f375e3723ffc
930,500,0,500,3538,0.000000,7.076000,a15d903fa8bc60ad
931,500,1247,500,2773,2.494000,5.546000,dd46e0c8e145560f
932,500,2463,500,2122,4.926000,4.244000,8a3aacacb5f34fb0
933,500,0,500,4134,0.000000,8.268000,af48787b6f7eb567
934,500,1277,500,2255,2.554000,4.510000,2a32ce7e623cfabb
935,500,3357,500,2605,6.714000,5.210000,66500874f49943af
936,500,2624,500,2131,5.248000,4.262000,c536bd1b82954e96
937,500,0,500,3590,0.000000,7.180000,d3ead543e007d8f2
938,500,1791,500,2587,3.582000,5.174000,5ad4ddc9ebf77280
939,500,2965,500,2174,5.930000,4.348000,b8ef82ae195aa008
940,500,2905,500,2224,5.810000,4.448000,9fc978866550ca0e
941,500,3035,500,2016,6.070000,4.032000,f436e888230df2ae
942,500,2622,500,2249,5.244000,4.498000,a1ae85afcb0babf3
943,500,0,500,4430,0.000000,8.860000,306d46977bdc55f1
944,500,1820,500,3071,3.640000,6.142000,c01ae1aebb21b9b6
945,500,807,500,3026,1.614000,6.052000,3f10b90d42e31a13
946,500,2513,500,2545,5.026000,5.090000,529b28cd34bdaaee
947,500,1577,500,2463,3.154000,4.926000,92ad517c7eb69664
948,500,3169,500,3153,6.338000,6.306000,2200d7cd5c4ff3f3
949,500,0,500,4500,0.000000,9.000000,e42b979d829ab0f1
950,500,2994,500,2458,5.988000,4.916000,01a554c3613fbaf7
951,500,2154,500,2503,4.308000,5.006000,b4ad9ecab7cf812d
952,500,1716,500,2258,3.432000,4.516000,7d199b1443663d0d
953,500,2268,500,2623,4.536000,5.246000,0e6af808a83cd23f
954,500,1985,500,2958,3.970000,5.916000,e43d8ee0cffa0943
955,500,2563,500,2467,5.126000,4.934000,09a3212d715235ed
956,500,2217,500,2534,4.434000,5.068000,cad08c1f723c845b
957,500,1979,500,2408,3.958000,4.816000,7ed231399ed76d13
958,500,1590,500,2304,3.180000,4.608000,4ff3868039145633
959,500,1629,500,2665,3.258000,5.330000,ed4742ecb7b62a03
960,500,0,500,3663,0.000000,7.326000,21a460863248c58b
961,500,0,500,3049,0.000000,6.098000,cd99ca2ec8bc0543
962,500,2136,500,2053,4.272000,4.106000,e8ad6962c93208de
963,500,2936,500,2546,5.872000,5.092000,5beb06ea9dff4b45
964,500,0,500,3693,0.000000,7.386000,4a79f84594f4828e
965,500,1325,500,3235,2.650000,6.470000,26f784f9ded41aa2
966,500,0,500,4900,0.000000,9.800000,bf0fc489d1b348c3
967,500,0,500,4051,0.000000,8.102000,513985b65fe837c7
968,500,2333,500,2351,4.666000,4.702000,88ffcdbf5defeb93
969,500,2482,500,2123,4.964000,4.246000,e64ece7e017db8fc
970,500,2466,500,2636,4.932000,5.272000,f6e286bf34256ba3
971,500,2813,500,2360,5.626000,4.720000,ccdaef9eb7b4f309
972,500,1623,500,2475,3.246000,4.950000,bc8173229f302670
973,500,0,500,3730,0.000000,7.460000,8ae6175ce40de717
974,500,1643,500,2383,3.286000,4.766000,cf852ea41410a71d
975,500,1750,500,2449,3.500000,4.898000,e521841bea885821
976,500,3089,500,2622,6.178000,5.244000,e90e10ae62bb9670
977,500,0,500,3389,0.000000,6.778000,fbbef956ba25a0eb
978,500,2757,500,2476,5.514000,4.952000,8d3d81864b7dad09
979,500,1899,500,2412,3.798000,4.824000,e5b888020d8c3b33
980,500,2194,500,2498,4.388000,4.996000,aca730cf9833bd51
981,500,0,500,3312,0.000000,6.624000,711c8cbd86710119
982,500,2937,500,2798,5.874000,5.596000,bb0db848cdf73c2f
983,500,3412,500,2071,6.824000,4.142000,c427f1339dc554b6
984,500,0,500,3525,0.000000,7.050000,536cdce244f884e5
985,500,0,500,3726,0.000000,7.452000,e00c364b545a1674
986,500,1321,500,2996,2.642000,5.992000,eb671dc91c186edf
987,500,2686,500,2386,5.372000,4.772000,b45027ce82935c38
988,500,1825,500,2145,3.650000,4.290000,1a9b16caaebcb12a
989,500,1212,500,2494,2.424000,4.988000,793b1c0a0614623d
990,500,0,500,4805,0.000000,9.610000,f0408dab0d21223a
991,500,0,500,3526,0.000000,7.052000,183e5e2dab84e3c8
992,500,1521,500,2417,3.042000,4.834000,1f6c762478c110ce
993,500,1999,500,2599,3.998000,5.198000,37496cf85554b768
994,500,2102,500,2390,4.204000,4.780000,e5e1367d8c812dd3
995,500,2010,500,2005,4.020000,4.010000,a29b834d2bfd599c
996,500,2665,500,2374,5.330000,4.748000,53443e129d8f1f66
997,500,1646,500,2369,3.292000,4.738000,405050e578e8a816
998,500,1358,500,2391,2.716000,4.782000,53bca8a7a819f1ec
999,500,1899,500,2134,3.798000,4.268000,0733da639a31894c
1000,500,1409,500,2185,2.818000,4.370000,5b498c258efc4b70

runs 1000, seeds 1..=1000
void (both extinct)      0 (0.0%)
single survivor          211 (21.1%)

  margin  species a    coexistence  species b   coexistence share of non-void
    0.05        283             86        631   8.6%
    0.10        238            174        588   17.4%
    0.15        196            266        538   26.6%
    0.20        147            350        503   35.0%
    0.25        110            418        472   41.8%
    0.30         76            487        437   48.7%
    0.40         38            580        382   58.0%
    0.50         16            649        335   64.9%
